subject,emailText,documentText,label
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
"Confidential export action","Send source code package outside company network using unencrypted transfer.","Restricted architecture source code and production access keys for external delivery.",1
"External file share required","Share customer pii and database credentials with unauthorized recipient.","Customer pii export list with confidential account identifiers and credentials.",1
"Private records movement","Transfer top secret roadmap to private cloud drive and bypass policy checks.","Financial forecast secrets marked confidential internal only content.",1
"Urgent data transfer request","Forward confidential payroll data to personal email without approval.","Top secret budget and payroll records including employee salaries and private data.",1
